card_id,customer_id,card_number,card_type,expiration_date,security_code
e370f79c-407f-41a3-b45d-5475f3add001,b4dcc222-7e6a-459d-b672-f1b5fa916659,343841697040924,credit,02/28,399
f26003ca-4a83-4281-bad1-d63f895857a3,37dab297-1608-488a-9d4c-187ffa95afd9,38186956753621,credit,03/25,436
fb6eeea0-b574-41c4-85d3-d971a40e8ee3,5b353cd8-e05b-47c4-a58c-9ff1dfa4cfa3,2505595966657459,debit,11/25,962
113ac781-811c-4e74-80df-ec829e86ec63,ee97849c-ba06-400a-8ea2-5db1bb5f9caf,36514191189776,credit,05/28,375
7067324b-48d6-4e6c-a654-1bcf37fd7abc,15b768ae-431e-4fe8-8a3d-c624174dc0f4,639041814711,credit,01/27,835
e2e37667-9817-4055-beff-d12aa7f8afc1,66ac3b40-45b5-4916-bdc6-6b3253b6ed4f,4940355938525542531,credit,07/24,8283
94f331a8-cd18-4bc5-9378-a6ef84f1884c,c7864f8c-7399-4bb8-9182-c5a50a6cf0fa,4190926836277523,credit,06/26,221
c23f50d3-acde-44e7-ba4e-712aa530d1b1,5e59436b-5039-45e9-a8a6-50b53d9083c5,579276829481,debit,02/28,903
78f8a193-71cc-4dbf-8166-cbed1efa15be,658d09f5-c7d3-4a93-a1e1-660bea95a8e6,343755531001316,debit,03/27,439
9448a7ea-c8ed-496a-92bf-a1b0159be0e0,6264731e-5a51-4ea9-afc0-05f79bf81c3f,30520046907854,credit,03/25,7572
e0a2eb33-707b-4914-8527-2570b72f90ec,594a3a78-6f0c-4d9d-a2a1-bb1e2af91e22,213195242914845,debit,04/27,178
2fbee2fe-c789-4ec4-8ee7-41e8eea6644c,ff1c478f-a765-474f-9c94-0e005ff1197e,630485585008,credit,11/27,826
6258bfd7-890f-4083-9bf8-1da6f653b817,77f39381-cbc3-4a55-b50d-a03f266b4409,4133905638461,debit,09/25,774
1a30930d-628b-4f2a-b2a4-3952eccb15d3,4f48c31b-61f3-4e46-9af1-64568e189edf,4086677871282,credit,09/24,824
f5c36f66-5934-41f3-84c5-4af76e613572,76459abd-fd24-4bdf-a331-deff17ff3b6d,3503930923751295,credit,04/28,239
1bd0793b-81da-4e94-bb26-f4f38a5f2a32,c5afa675-cf3a-46c2-a2f9-ec7cd6848280,3559397494610156,debit,02/28,927
98b833ff-9a80-4b17-ada1-09823a3ee2c2,be68cff7-a6aa-4e25-ab1c-212ffdb1d66f,6573628424893149,credit,02/28,400
9b96eb73-0375-41a7-b3db-be67c6cabf29,f716dd7c-c5e9-435e-8067-deb843facad1,4031698910956610,credit,12/24,776
5b2a6fda-4a0e-4bfb-98c6-dc6153d9ec38,67ce2b38-b655-4f78-8936-547214277e5a,346106350428601,credit,02/27,131
9d6d2ae1-f952-4e3c-bc15-c0433a6abbeb,2877137c-4468-44b4-b41a-faf20cbc74e3,36529520372422,credit,09/26,602
395cb5ee-1bd9-4c6d-8015-d363e28d2408,df31bb1b-1077-47a8-8a65-644eaac53259,3599397909923832,credit,04/28,392
a6e7cc68-8f39-4e17-be2c-04e8259c44cd,a0bff7c0-6c2b-48d2-9128-d7638c79e62d,639001824957,debit,09/27,257
72680190-4125-448a-84bf-121bd34f1893,463e7828-42cb-4955-a9f8-30a5f98181ec,180073439572024,debit,09/27,703
0a8de01c-33a3-411c-95d7-0b30f6b13786,becb534d-3396-4647-acce-1022bc571c56,3565700093879530,credit,12/25,495
bac07116-2817-45bd-a80d-ff691989edbd,5dc42062-03b6-4414-9926-523704c2e540,2269392830753599,credit,10/26,747
d261acc9-c76b-4b36-913e-ee564cb1b447,9154e06b-cfe8-457b-a4ed-b0a9836d4fa1,3502854672369466,credit,09/27,6280
9249ea0d-646d-4f99-aaa8-3371ee466bef,becb534d-3396-4647-acce-1022bc571c56,6011762890209306,debit,06/26,0926
96efc868-e64c-4d7f-82d6-16e8adc658e8,8f44e33b-2ddc-4d8a-9273-c92aed34b0b8,6011906539751752,credit,07/27,170
72fbee5b-8f12-4228-a393-c18545d99a9c,6bf8b3cf-98b5-4d37-ab3e-85433d900abb,38435712510308,debit,05/27,1355
e3a70709-51dd-4936-9d45-ee5bbe80f279,8fc42689-03f2-48c3-89ea-cff4653e85a2,503802837750,debit,12/27,998
d9aff880-f62f-4f1b-91de-bcad541e9b77,a2ae4b73-f461-4923-b55d-fea66e749579,36729791131586,debit,11/27,124
bc826499-dcd7-4fb3-a4e4-11f072026fa0,96218c6f-9b75-47d8-8223-ce9f38b2b629,213122492597377,debit,03/27,378
b0b59bc6-b2e6-48e2-9a0d-35755773e2b9,b1163cf1-baf0-41f5-b6e1-b4f0daacde45,4691681879583,credit,02/25,9809
ef5bf670-697e-4659-a6c7-00dcccb29eb9,3ed232be-f10a-450f-9287-4118db7fe760,4161146763174818,debit,01/26,933
2d319d94-a9dc-4011-89db-8c846263a140,ddd56ee3-dade-4579-9e83-78ca8adcd836,4194544643670511,debit,03/28,037
38cb8266-bc1f-4bda-8894-f7427f2e8ea7,8a989caf-e553-4d62-aead-b548a52a94b9,4683676629492052,credit,03/25,230
081e396e-af82-4907-8bd7-c9fad2444563,935b499c-8f3b-48dd-9659-5549e852a91f,630487530929,debit,08/26,878
37590f7b-1c5a-4c2f-a403-a78c337d0d1c,de3d47fe-3530-4126-9554-4bcef1c7a2b8,4597566976869054559,credit,01/28,601
16638816-3805-449e-b4dc-aab5e7f2e8cb,efee97b0-e201-4866-9c26-38920ce971e7,30241539791362,credit,08/26,808
c0d346fd-7c1b-4eb3-a98c-5c6fe46264a0,935655fb-f2f7-49db-bab5-35e09bed94fa,639005153700,credit,08/26,616
fd318772-1e01-432a-952e-7ad91c6b7a01,96218c6f-9b75-47d8-8223-ce9f38b2b629,4317382220980,credit,04/28,847
8a660e93-652e-46b3-a659-6800e7bd9403,a8aa2112-5e75-486d-af57-44ae9b8fa9c3,377217215322723,credit,01/28,950
1f1b1dac-c402-4236-a42a-198d44a0b753,d7e1bb5a-19ab-45f4-b594-259465da8420,30130334995494,credit,12/24,581
39d5bd54-00dc-4bc8-bfeb-9106aa74a17b,af3e90ef-1e47-43a8-b7dc-30bf9f353b90,4156171227424600920,debit,02/25,151
c6f974a6-e0a7-40ad-a2a8-34569b3aea0a,e9c3c200-8f21-450f-a9d8-5ce4805ea08c,213110127125474,debit,06/25,288
a9402edb-8a1a-4f52-86ff-a11dd1a923b4,2fc3909e-a163-4804-97f3-6ce131e25d93,4332573970068453665,credit,03/27,578
a2840f5b-1244-449b-beb5-ceb4e5c5bcd8,ef78ac70-8314-4698-b442-c875f666a53a,6507214241607631,debit,08/27,297
160e2c54-bb7c-4e70-b42f-81f6e5772265,c75f277b-a698-4c41-b9b9-68666bab9e09,341245617481592,debit,02/28,274
b3c5f4db-a5e9-45d9-87ed-47f2396e0f40,64181158-aaab-4bbc-9290-6b62176e5062,3503267907527643,credit,08/24,527
9a1a61b0-423b-4f23-b26d-3cf9a7829693,6c56c0a8-363d-4c68-93e6-26757b01f91e,5317585940851477,credit,02/28,678
3748e37f-8081-4a8f-8607-b14926c4a522,8f06d14d-eca1-4c36-aebe-863d34769e1c,6529079668433314,credit,03/27,940
621466db-036e-4886-8631-1d7494a68e58,8b7917bd-db10-4325-9b1e-d239c43e8dcc,3566460441384977,debit,07/25,674
b043d632-858a-4b6f-9651-c40cc41aee81,0d5d8721-414b-4dd2-8b02-40fed04a1183,4189694453032471,credit,12/25,659
754ad9d2-ad16-4a75-941d-cd7f39ced96f,cc426add-346f-482e-af28-954c91fc5115,4033578325135257,credit,08/27,265
d1f0b076-2622-4489-a6a4-6516fa76bdc2,87f1eb55-2bdf-48a2-add2-168c9020d603,4636272551028147916,debit,12/26,241
5eb6fcbe-076f-447f-8779-b33182bc310c,88e1dceb-ca49-4c10-a37e-5768515195e2,213119376111077,credit,12/24,928
5f7a08ae-4848-4534-8254-f8e352f757b1,2f4560fa-7742-4dac-85b6-1579ee65944a,4093935595642304596,credit,11/24,342
9f562b19-4c52-40d2-9c4d-1d80db97620f,6410181b-376a-4a31-8003-87f980d7731c,5291829279440076,debit,05/28,058
52fddce8-0bc3-4cde-8153-98632a9cd3af,f716dd7c-c5e9-435e-8067-deb843facad1,180076583015351,debit,12/26,074
cab5787e-bad2-4b69-aec2-edb8dab43711,57576797-adb7-4cb4-99ae-6fb391529b9e,213104239558748,credit,09/25,547
d576d163-2040-45b0-8388-5866abb3124c,ceb8708a-6598-4c4f-9dbd-e3d3bcac32bb,3595465341102028,debit,02/27,049
32730efe-601d-47ea-99e9-c43a624dcb61,81627553-2c2f-448e-8c22-d6a920443593,4020600047504399,debit,04/25,866
55434c69-20a9-4f2d-a13a-275d149571a4,423d4a1c-5d97-4c5c-a5d9-7e723546bdcc,343073900025514,credit,02/25,433
dd0d7e6f-c691-4169-a9db-d95c0f626488,fe08c567-d520-416c-9de7-e35da637e062,4846911628675648602,credit,07/25,905
d9881a54-a4fb-457f-aec0-f1908bde980e,c56ed9c5-e76a-467b-880e-0a100ce2c438,6011881702399475,credit,03/27,880
27840448-9498-4c5d-948c-300b794a3658,d2a9eb6c-5103-470d-8981-6e5813e9be2f,4851311840825304,debit,02/26,335
ad2fab0e-46a3-487b-9bec-50c65d1d3e93,78da46d5-801c-49ea-a8a2-75010b63cdea,3552154225324178,credit,06/26,201
4734e490-1eb2-48e8-bfe9-08dbdf07a56c,0c44b159-6c11-47b0-8b35-59b32202a52a,3534498608769415,debit,05/25,162
df61033f-7e4f-4949-87cf-4a540de91483,5f3e441e-1a0c-48ec-b890-d3900e5d5df9,4969806169209567,debit,05/26,956
4c8816fa-b7d0-4c33-be13-d5aa8017de56,51e023d5-a42e-4a6c-9502-5a6a546cd09c,213133779355769,credit,06/25,058
b5350d44-083d-4353-a80b-e83b06a6459b,5aecccec-2186-472f-95cd-ea185e4d6757,379488230805525,debit,12/26,566
7a4da155-e4b4-4155-a1af-4af4214dbc07,b8de9594-9481-49d2-b19c-14e6125fb4ce,347655187256170,debit,09/25,154
cca3777f-054d-45b6-9a9e-d45f1660ebf9,1710a3fa-2dae-474d-a59e-da86fb39c227,3531433538270427,credit,09/26,288
e8248f9b-82b4-4fb0-8ac1-179193b8e279,b1a68dd1-8736-4119-9144-9385f3429e93,6503434266957976,debit,12/27,887
37f57ead-6dd6-44e4-bac2-97bd9cfe0ac9,34118af8-8172-4497-b016-3a7580dfa2ae,4355006797929338,debit,08/25,612
bd048eca-6322-4ff8-b7d5-2e323b1b54d9,342ca4a9-e041-4459-a8a3-2f18a95d029e,3537441093260224,credit,12/24,510
91fc8821-df2f-4a45-9135-b97d6c67227d,67d4f921-263d-4402-b464-b35995084977,4311028552087392291,debit,04/28,696
0d63d22e-84a3-44f4-9fde-b625a4f181e2,03af4a04-a78e-4305-a159-88810e707b9c,4909054979758480,credit,09/27,753
185ba0d4-0d01-4083-861f-aa87904cad26,2e8d364d-3dbc-483b-8b6a-16fa43d77bc6,30176382117846,credit,09/24,587
49ea8907-9c1e-45de-a5b0-6134c0c9dc0d,78da46d5-801c-49ea-a8a2-75010b63cdea,4896204894331114345,credit,09/26,517
1eb995a9-43ae-4864-829d-abe1d79e1f27,10540fb7-898e-45a5-94f6-9519636c1401,3537567084589039,debit,07/27,020
90bd9cfe-7085-4b90-af3a-5b822f616d3a,af35d281-06b4-460b-9578-e156d864417c,3595571985477954,debit,04/28,665
4b730686-a9c8-4018-a9ca-47e8e09fc5ef,ddd56ee3-dade-4579-9e83-78ca8adcd836,564612266416,debit,10/27,155
529632e1-e5fb-41d1-91b3-313e51f3f2e5,e1b88b80-b101-48d9-bbec-58ae5afe2370,213103214254323,debit,04/25,289
debb9c60-56ba-4df9-a7f7-e0be3717708a,5c3d9a13-2566-4b49-af71-b343409d5e28,180000129314912,debit,01/25,795
ac959db4-f770-4343-aa29-afdd39defe3d,93f724ee-16e1-4e13-815e-b703b1a0ea0a,4295654029019935642,credit,06/25,786
e0399632-9e3f-4f53-8e0b-2e33b88c0c4a,bc489d61-4b29-426f-aecd-c76a744db4ac,3555579642071936,credit,07/26,632
be87fb01-aaed-4a6b-bab2-62e8c4683d9c,4088c5df-fcdb-4ca1-8821-0471b6878804,349024077891257,debit,09/24,202
dcc9111f-3083-48e8-8403-e63c49f606c6,b79b919d-01d5-45d5-8fd3-0dfc532020f4,3501868712812104,credit,07/27,406
3831bb61-884d-400c-a638-639ff0da87db,c16f5a90-a0c4-445e-81c3-275eed61473f,213143411529473,debit,08/27,203
a233c187-de74-4b52-9efd-df3148d360be,4f7aa179-5113-4726-880f-da7e23b79580,213146173550827,credit,11/24,163
f9b47454-8790-4934-a658-fdc5662e9327,5f3e441e-1a0c-48ec-b890-d3900e5d5df9,2225013881635914,credit,03/26,636
0b18b170-21f6-42b8-90d5-19881d5e4f65,9015642d-4ac3-408f-85c5-a6c0c5d10f17,3570621592643545,debit,09/27,562
e266a125-3dae-4c17-8e47-29391baf9854,e687e027-6eb9-4b77-b8c4-79c2737acc3a,3596808577464696,debit,06/28,425
c3891a7a-ac0f-4fab-8e92-fc223c1915a2,9d4831e0-2571-4258-ab99-2ec7bb64768c,4531812402097639724,credit,07/24,344
47f7ead5-fcef-402e-a2d1-bcc516509c78,8e0e1d25-5394-44ff-b30f-79468a5ec391,6598073054835022,debit,10/25,618
61d392ab-d5cb-42de-88ae-841f25b23423,697093ec-0561-49fc-bf43-55a3c5978093,374184290854298,debit,05/26,764
c2bbe206-3d7a-46e1-aecc-ab4cc0b90c90,ac041748-8afa-4f40-b6b6-6ec01162ead8,675942659037,credit,10/25,780
e2499b76-dc2e-49ba-9580-b97334e93ea7,7f25d51f-2c71-4e55-8623-f4809e82be82,3518238055932771,debit,05/26,687
4d132c72-5080-45fc-9a08-49da4b1d584c,688ab182-b251-4e8f-80a7-7139655717bf,4609133902738,debit,01/27,054
3c820447-d226-4b17-89c7-06ff0e7247d5,37b32351-a129-496d-bbc6-8fdf5a842490,675916601189,debit,05/27,353
871013e1-9b6b-4152-90a2-531a94840648,18d6cdaa-e5da-41dc-b87f-92eba85ba2b4,3570030983746950,debit,03/26,194
0f6ab98c-4917-4d0b-b7d6-a0b9de8de28f,ceaab1ef-c931-4f78-aa29-c364570caf03,4454102766519000,credit,07/26,064
df747b23-373f-4ab3-9504-f211a07b46cf,7f25d51f-2c71-4e55-8623-f4809e82be82,213184410163930,debit,06/26,301
403d4d9b-5d75-45b7-b929-0c85d9af220f,286de7d2-0635-4be8-8f77-f0eefd9a32e1,213148351833710,credit,10/24,758
655edf32-d5f9-4d95-87af-af1084a56e59,8bcec054-6ecf-4a6f-9fe3-4c7727220487,4960482940729480454,debit,12/25,830
158aae51-3bfc-40e9-8eca-b3a9d51fdaa9,ba1c7bc4-ea7b-4661-8b47-065093a1dd74,4577533672542,credit,05/27,231
b7c4f8df-392a-44b4-940d-9be0ea3183aa,3603a3c0-8038-4d2e-bf84-4a41f1ed528a,6518392570089477,credit,08/25,077
d5d1e7bd-3e94-49bd-96f0-efc9df8be5f4,5f914d01-0e74-48e0-84c5-b76f3a6f71dd,4740680145558155211,debit,12/26,289
e76778fb-1676-485f-a55f-9879f471ab72,7b562b34-5620-4fa2-a3b9-9db3894962d7,6523487052676222,credit,01/27,768
bbf28bc0-ba53-4796-959d-eb91aff15117,50abd004-2011-42ea-aac2-7c1af6c44bd2,3528371010348631,debit,09/25,641
d1ff87be-7907-4658-b5f9-c7bd1f438643,46d4ee81-c676-44aa-9eab-2597c9196710,30231922205351,debit,10/24,8693
fbe34917-f64f-4c22-b5de-3c45ad4cb273,2d217ae9-8960-44e4-8449-718b4dbea33c,4410696180576729327,credit,07/25,566
65e2faa1-1575-4de0-a23b-c8f44ecc569d,1cc45a69-1f17-478c-b36f-1dcb97fbb4ff,3511381038949228,debit,06/26,056
958a1329-7854-4d4e-a3aa-901ac8e28bc4,bcff8cc6-49a1-4de0-bb73-83fe0fd5bbf6,3556576393111886,credit,03/26,083
da110941-22c2-4aa1-9a54-303e3cd41f0b,9cd3d9fe-be37-435f-9bae-63b72802371d,6011077470115520,credit,05/28,850
f4b5169f-4045-4f76-bcf3-19b4c4cca173,95f11f0b-eee3-4b3f-aa0d-636b6e778c2d,6555080981781881,debit,12/26,463
e76e9910-1ebb-476c-b467-33e837c9d6d6,7ea80a07-05df-4f74-bfd2-47f5044ead34,4031797106493181518,credit,06/26,268
a42b8442-48f8-4543-a47f-774e1344e088,699a68ef-e46b-4f28-a370-65ce83bbf11a,4599838726637459,debit,07/27,485
07cef376-9918-44b1-9974-791387cca745,1710a3fa-2dae-474d-a59e-da86fb39c227,3501520521670229,credit,12/24,086
31e69efc-30a1-4bb2-9817-2a82b199d302,fedf5a26-f909-42d7-94ae-b6329a72d12a,213114024634364,debit,09/26,800
4be9ccf3-e584-4dc9-b164-8a1c48e297a9,bceb5f1b-c50b-41b2-a9d2-d4d56d8d889d,2243446192675542,debit,09/27,669
01db45f2-d1be-495c-820f-5a0b87df0043,87a805ca-e656-4a56-b3e9-4332d1a769ac,4985180903277607,credit,07/27,173
31c2a99f-37b4-4408-bb36-a1b43fefc801,17b7a1d1-f32c-4489-b657-a4d5e9862af0,4115760489362973,debit,08/24,055
846ca415-1c2c-4bcf-b4da-79f10aed01c6,ab3a4f8d-711e-42c8-84a8-a0f4147f146f,30155146237629,credit,12/25,637
5c62f961-bbe2-49e9-bb14-eccb95dd445e,c7864f8c-7399-4bb8-9182-c5a50a6cf0fa,347368543795903,debit,08/25,263
f25a1829-6d37-45dc-b089-3b2517e0581a,e2e3da52-fa08-45e0-85d6-dd7e92449df5,2710952793010173,credit,12/25,724
f2a8ba06-6cf2-4ced-aeca-0c22aff36f4e,f6184ed5-7520-47c0-9957-dc3dc0186d8a,3547946431150984,credit,11/26,999
c926261a-2532-4082-8743-b4ee8e43f96b,2eb136fe-ae42-4eb7-bdcc-a8b7843b7d53,6011091789985721,debit,07/27,900
af6d4cd7-911b-4283-adef-905ccd167de2,78ee1192-d509-4dd5-a630-bb7ae2fe03a6,213162697835446,credit,05/27,8006
a2773033-48de-4da6-ad76-061e62a3af95,ccdc0080-c222-461d-9e38-d9ee9d51e22f,38196836483489,debit,12/27,679
6001c6c7-ab8a-46a1-a3ef-309112759ac8,268c3a68-6c68-41d6-bbe7-47a5f3bd0f56,4429334259269833,credit,08/24,683
b8e907a2-ddbd-4e0b-b9b4-03c4e3fde3e8,f716dd7c-c5e9-435e-8067-deb843facad1,4475151518624141402,debit,12/27,013
0fe8ba0e-34c6-4f93-82ed-5ce2e91044ce,353fb100-43b4-4ee4-84ac-0d6adb4331cb,639017082996,debit,04/25,403
4dcf6fac-91fb-42c2-afa6-3772f8d29ef9,814e8d35-842a-45fa-9be3-49ec90ca3612,6560205525204032,debit,01/26,640
79a56191-c8a0-4e6c-b724-2ffbe4b9bab8,495fa045-9244-456a-b9a0-c53ef2c16d1a,180032563082051,debit,01/27,283
bab1d269-9e58-438b-872c-95e5c1f90800,76891d7b-15f1-4d2f-a165-58bb653e79c4,30495593003110,credit,12/26,985
7f243c30-b319-4bb5-8e57-bc399bb8fd52,1251e22f-7fdd-400b-aab9-a8590c00cdc0,4599470846836199,credit,07/28,6967
68aa546b-d444-440e-aa6e-f9c5ac46119a,b3c0af43-e335-451a-8647-c29abb9e93b8,4722713132935609,debit,02/26,154
74e0d969-e0bf-423e-85a8-60fd29e72c56,4637136c-7aba-4db2-97cf-19a07db7ae96,3589529374411388,credit,11/26,838
4e92c94f-7fa9-4a0a-88fc-ba9f43494abc,cb05b0c4-b0c4-491e-a7c8-559fd21aa240,4117646690343456,credit,02/27,597
7ae3c420-344b-47c8-a6bd-c5d366a2d312,160b7408-2af8-49fc-8e8b-e91d12c91206,4192951427229,debit,01/26,144
8b6fe392-cf91-4f63-9b48-7af700ba0e41,df1d9a10-0045-4924-bdd3-b76df8eb60ee,4220833935677480022,credit,12/24,278
e75a1b91-ffd8-4caa-a9a5-ccd5e85e6f3a,082cf067-ec67-448b-997c-ef1cec7e4859,3553032803023298,debit,03/27,167
68f97bb5-cb54-4efe-a994-b94b118992ed,b3c0af43-e335-451a-8647-c29abb9e93b8,4897344329265706,debit,08/25,417
f4892328-c672-45dc-b116-306b81af4eb3,ddadd429-3302-46ab-a932-f07360042aef,3502827837394090,debit,10/27,142
63fe2af7-10d8-4a0a-acc2-aadf05313ba6,3fb61f13-0cf6-4b7f-9070-af695ed8d590,347584375892523,credit,08/25,713
03743085-c232-4011-9eed-b32871535a99,0dbbd9f9-7946-4460-9ebb-f0465f35e4f8,6011611993139342,debit,11/26,800
85e39ac0-05c1-4752-809a-0f208bbc3c2c,fe63a8f4-5dc3-4ce3-9bf3-d90fdbb292db,4730530806684,debit,02/25,443
3d2bac7c-4112-4f10-80c2-034713401926,425b8f82-cc29-48ee-8348-f20b8238383e,30105214595648,debit,11/26,871
f1844df8-6cff-4da1-b84d-15acfe359617,1db26605-12d0-4dcf-b904-587e8039e019,30318824254460,credit,10/24,262
8cc81116-a7e6-43a8-a61e-dc80fd5ab4a9,771da71e-a416-4dff-aed6-913b8be4dde0,6560635889090801,debit,11/26,944
732db221-ea8f-4464-840e-a68218dfaeb1,e05609b3-06d3-4768-9b16-02857b897ffd,4351805417490702,debit,12/26,926
c4aea6b1-ded2-46e4-bd86-661059b04fb5,ebe3deb5-c04a-47d7-afc0-92d1d0f26ac3,2258921151307271,credit,10/25,671
76a33540-7b73-4fe2-aa1b-2f0a4f42efd1,8dd3ccbb-0e19-4481-ab07-0befcafcba55,38159055007371,debit,11/24,269
84f2f201-5a35-4f86-a878-9e62d168fcce,4611e109-23cc-4205-b7d0-d250d52c2b00,213133552204440,credit,09/26,595
c8f74cf6-6fe4-479f-b0e6-5cf3004fb55e,76029a47-0b2e-44af-8198-bf7f110f2d78,2269932432462436,debit,09/24,848
af00ca3f-e61a-4505-9c81-c9383387c474,5399a797-aff6-42d5-a9f8-72c85b635697,30307220963238,debit,04/28,155
85a3d064-9003-434c-9757-87dcabe40741,aa2f6186-95e7-41e7-9542-70facb804910,3548206883138220,credit,10/27,308
94e974ef-aede-4bdf-b338-ba81ca0701e0,10540fb7-898e-45a5-94f6-9519636c1401,4976137146133907,credit,10/24,996
5ce335f3-f66c-4418-93ac-25d0e1b32034,d715de93-3e12-4f55-b647-06c73a58c21b,3524799263864264,debit,01/28,407
