[2024-07-16T05:26:16.336+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:26:16.362+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_cards.insert_table manual__2024-07-15T23:56:10.673402+00:00 [queued]>
[2024-07-16T05:26:16.370+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_cards.insert_table manual__2024-07-15T23:56:10.673402+00:00 [queued]>
[2024-07-16T05:26:16.370+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-16T05:26:16.381+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-15 23:56:10.673402+00:00
[2024-07-16T05:26:16.385+0530] {standard_task_runner.py:63} INFO - Started process 18920 to run task
[2024-07-16T05:26:16.388+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_cards', 'insert_table', 'manual__2024-07-15T23:56:10.673402+00:00', '--job-id', '1415', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_cards.py', '--cfg-path', '/tmp/tmp0iiyutvm']
[2024-07-16T05:26:16.390+0530] {standard_task_runner.py:91} INFO - Job 1415: Subtask insert_table
[2024-07-16T05:26:16.424+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_cards.insert_table manual__2024-07-15T23:56:10.673402+00:00 [running]> on host kali
[2024-07-16T05:26:16.485+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_cards' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-15T23:56:10.673402+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-15T23:56:10.673402+00:00'
[2024-07-16T05:26:16.485+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:26:16.505+0530] {logging_mixin.py:188} INFO - card_id`,`customer_id`,`card_number`,`card_type`,`expiration_date`,`security_code`,`ingetion_timestamp
[2024-07-16T05:26:16.513+0530] {logging_mixin.py:188} INFO - ('6fea3da7-aed3-4d0b-bab4-6a6700d1cdb3', 'ad2ea36d-d664-4ec6-9d80-9fab9c15b040', 4425757740134865, 'debit', '09/27', 946, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.514+0530] {logging_mixin.py:188} INFO - ('f1c6e571-e1bc-45af-9795-153bfba465e3', '761ba473-034e-42be-a15c-53fb40e560cf', 4457473906386312, 'credit', '01/26', 868, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.514+0530] {logging_mixin.py:188} INFO - ('554608fe-37f0-4788-abb5-912195c361ea', 'a814636b-39bb-4a19-950b-4f8e66acba6f', 3513332049273494, 'credit', '11/25', 507, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.515+0530] {logging_mixin.py:188} INFO - ('13e6d90b-8a29-4709-8611-ef785908a099', '71b1b0a1-d4fe-4983-ad9f-ed70e5087477', 180046026553656, 'credit', '12/27', 349, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.515+0530] {logging_mixin.py:188} INFO - ('968d16dd-37cf-453f-8770-aa4ad982b092', '399b6ef8-f78e-4772-8e1d-020522bb3279', 4611756315919135689, 'debit', '12/26', 613, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.515+0530] {logging_mixin.py:188} INFO - ('061bece8-4e40-4513-96d0-a946671bad50', '74f74158-424e-4d37-bdfe-1402731e73ae', 4500302782078, 'credit', '04/27', 48, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.516+0530] {logging_mixin.py:188} INFO - ('2648aa6d-2e71-4596-b04f-2f07270fe153', 'fba51612-894b-4427-bd9a-df1157668729', 4177299656489205857, 'credit', '10/26', 2421, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.516+0530] {logging_mixin.py:188} INFO - ('014f4417-67d4-4fe9-8d96-d021e9048588', 'ccab8c5b-1b76-4ebc-ad6b-8371f813f446', 501880721359, 'debit', '09/26', 731, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.517+0530] {logging_mixin.py:188} INFO - ('fe4bc013-945a-4270-af65-1b0f229e7fd9', '4edc40ec-7acd-46ac-a4d8-542961945381', 379803245992656, 'debit', '04/27', 820, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.517+0530] {logging_mixin.py:188} INFO - ('50b693bd-a4ea-44b8-be48-2a749d8c9e50', '2e9603ab-74c4-4f9c-b4b3-3c4fb176e6f6', 3571805910980874, 'credit', '05/26', 260, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.517+0530] {logging_mixin.py:188} INFO - ('e2945196-5ab7-47f5-aa3a-f46a95f60de0', 'c6c41456-1d22-479a-9534-5a4b2ce02e25', 4702682497695302, 'debit', '12/25', 964, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.518+0530] {logging_mixin.py:188} INFO - ('d6a39246-2e16-403d-8282-705cf6e3f2cd', '45dd5397-f0e8-401f-b98b-8f51c1ce4ec3', 503852980146, 'credit', '02/27', 123, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.518+0530] {logging_mixin.py:188} INFO - ('a9a82991-dcfc-4679-b7f5-367e96acab33', 'ee7f046a-c4fd-4ef2-899e-bc8b8b6d30e4', 38516971486247, 'credit', '01/27', 30, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.519+0530] {logging_mixin.py:188} INFO - ('1497ae2f-46cb-499a-ba39-4e31452c05de', 'feb5abea-8b2b-46b9-a08e-318d6ae37865', 5294569223482116, 'credit', '07/27', 714, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.519+0530] {logging_mixin.py:188} INFO - ('ca681a6e-6402-4ce0-ad48-32c31e85264f', '52926637-0bbc-4cd5-bfeb-19e337cff458', 6551786365074131, 'debit', '02/25', 809, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.519+0530] {logging_mixin.py:188} INFO - ('6d4323e8-53b5-411a-8e03-fc479f713cb3', '41f01226-4466-4cc0-8f92-47d04c6031b2', 36023425697109, 'debit', '12/27', 158, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.520+0530] {logging_mixin.py:188} INFO - ('8759ddd0-d8f4-4ec1-9b0f-56958d492ab5', '6a85b691-3442-4c2c-b818-2f2e2118c4ee', 5372653297925427, 'credit', '01/27', 765, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.520+0530] {logging_mixin.py:188} INFO - ('2384a097-ea75-4168-9904-dd1b7f630e3a', '50d3101a-db24-4afe-8887-09dc6fd5f111', 3503388784164613, 'credit', '02/26', 813, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.520+0530] {logging_mixin.py:188} INFO - ('1bc84c0a-9655-438f-8b09-6652781f044b', 'fdb57f0e-a231-481d-a4b1-0cee12e001f4', 3587878534685650, 'debit', '08/25', 439, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.521+0530] {logging_mixin.py:188} INFO - ('6038fa20-f0f5-4cf5-9cd5-a87241ffca4c', '49c8eb51-6c76-46e3-bd50-1437e3028c8a', 675951675338, 'credit', '11/25', 107, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.521+0530] {logging_mixin.py:188} INFO - ('6af1cf74-efa5-4218-ae0e-07960ac9cd3a', '6c5d904b-d729-4187-903d-2a6c68ab7b74', 503840336559, 'credit', '12/25', 973, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.522+0530] {logging_mixin.py:188} INFO - ('f0dabfe0-465d-40fd-9543-db1a87cdeaa3', 'b5ea4538-8b12-40c3-b4df-c22e1b982952', 4695471130033660, 'credit', '03/26', 49, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.522+0530] {logging_mixin.py:188} INFO - ('cb6ca5df-ed36-49cf-8c1c-1f7f50b889d1', '7bd6efb3-2871-4a4e-9fd6-895d70e98da2', 4186633151136498887, 'credit', '06/28', 173, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.523+0530] {logging_mixin.py:188} INFO - ('51c3e1af-c303-4219-a262-18959ec20d61', 'ef0abf40-a6d9-4ced-a216-0ac223ea4f27', 30582131622020, 'credit', '03/28', 144, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.523+0530] {logging_mixin.py:188} INFO - ('3b95c9a2-18c0-4c7e-9c3a-fcc529810d9d', '39a00b6e-8a89-461c-86db-8689790adbb8', 3506540687388130, 'debit', '12/25', 72, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.523+0530] {logging_mixin.py:188} INFO - ('0749fb88-f7cf-4071-8a4f-81385398ea13', 'e08c5e42-856e-47fa-89f4-fa484a68bfcb', 341806939761217, 'debit', '10/27', 221, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.524+0530] {logging_mixin.py:188} INFO - ('1ed1bff3-49eb-4617-b913-f16346d23705', '6c230e5a-fede-4648-867d-528a5d7b906d', 4919841864852696151, 'credit', '02/26', 106, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.524+0530] {logging_mixin.py:188} INFO - ('c06244e4-04bf-4ad0-8c52-60f1da396f1b', 'c362fb7f-8b38-4fd4-b41e-e602da886753', 2226302355632310, 'credit', '12/26', 535, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.525+0530] {logging_mixin.py:188} INFO - ('baa91498-d65d-4c43-87ad-5764ae3ff246', '8690dd3b-12b8-49fb-8711-2c4ecdfad2d0', 6011599456114797, 'credit', '08/27', 607, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.525+0530] {logging_mixin.py:188} INFO - ('ab5c6c24-5c60-4872-8cda-f3be44da026c', 'edcbfbc6-c4e4-4c61-b872-9230a15f43fa', 4736541939547785568, 'debit', '11/25', 483, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.525+0530] {logging_mixin.py:188} INFO - ('4a80e11b-5452-468c-bbc4-256013727997', '5cceed80-c106-4fb3-a643-cf43c5d7ed30', 567092647310, 'debit', '01/27', 5335, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.526+0530] {logging_mixin.py:188} INFO - ('e57a1d25-1a13-4e9f-83e9-1965261f12f3', '17a51ef8-98b3-42ac-b21e-0803e5a779c0', 4692067460119831, 'credit', '07/24', 747, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.526+0530] {logging_mixin.py:188} INFO - ('5c4f5c23-f028-4320-93e1-87c99f17fee3', 'a6593993-839c-47c1-93d7-61ac9ef3311e', 180054107561382, 'credit', '07/27', 105, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.526+0530] {logging_mixin.py:188} INFO - ('8a47b94e-48db-4795-aa7e-e10b6323e309', 'cd32bc35-d1b0-45a4-931e-d9ce856d9f7c', 30321177813825, 'debit', '11/24', 678, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.527+0530] {logging_mixin.py:188} INFO - ('8a83f1f4-8f4e-4ffb-b94d-3a6287a749d4', '1a01b359-f688-46d4-9ecd-e6a4b26dcae8', 30474658139796, 'credit', '10/24', 455, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.527+0530] {logging_mixin.py:188} INFO - ('8822f8fc-c05b-496f-ae2b-a34a10b77a9a', 'db4470b1-5630-42db-b1a4-ad34eb0a189b', 4115753554893055, 'debit', '04/25', 787, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.527+0530] {logging_mixin.py:188} INFO - ('e8174d62-0e7b-404f-a060-32c6a1952087', '2cea58f2-030c-4667-ad79-1c6dd59ed7c9', 5240206469532008, 'credit', '04/25', 572, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.528+0530] {logging_mixin.py:188} INFO - ('c851676f-b559-44c7-8494-9170386849b5', 'ebfb1ceb-7533-4e9e-b0c5-e0ed83eae578', 3599975207909940, 'debit', '01/28', 263, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.528+0530] {logging_mixin.py:188} INFO - ('423616a3-e77c-4405-9ab8-7df26a1f77eb', '2f83cefe-200f-4735-ad94-a70bfec99d29', 377720597132099, 'credit', '12/24', 639, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.528+0530] {logging_mixin.py:188} INFO - ('bedc862e-7906-4f87-a6f1-725bce54d976', '0e2637b8-94a3-46ce-9986-1c9c3c108f38', 3563629437677171, 'credit', '01/28', 730, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.529+0530] {logging_mixin.py:188} INFO - ('a9afa931-7ca5-400d-a491-e8e663d13c27', '03aa5dd7-5502-4c46-96b6-ceefb949e090', 341142827577196, 'debit', '04/28', 610, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.529+0530] {logging_mixin.py:188} INFO - ('991fdf9e-bbdb-40cd-8a7d-27dfe0f20442', '12d673a2-7c9d-4bdf-a4fb-ac0e9bbf6935', 3587147386430569, 'credit', '11/24', 412, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.529+0530] {logging_mixin.py:188} INFO - ('b2b30133-c824-4368-aa24-ed24c8fa518c', '88029709-45f3-461d-a33b-a47695ab830e', 4178467087243480301, 'debit', '12/25', 196, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.530+0530] {logging_mixin.py:188} INFO - ('c8a70fee-24bd-468c-bce5-7efcf6179279', 'e982f40d-2001-417e-b454-bef13aaa19a1', 4368165267102, 'credit', '07/27', 943, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.530+0530] {logging_mixin.py:188} INFO - ('d32c1ba9-5820-4fa5-b828-35145da581e7', 'c9ed0d72-a58d-432a-868e-ca457a067595', 180070292877201, 'credit', '09/25', 233, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.530+0530] {logging_mixin.py:188} INFO - ('40719fa4-0ca4-49fc-92a7-d5c913ff71e6', '4b440644-9fbc-48b0-82a4-44496f6d0df4', 180085104840833, 'debit', '11/27', 740, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.531+0530] {logging_mixin.py:188} INFO - ('85b70d67-6ded-4f59-b774-fdbbc8f0b739', '6131a27e-5d73-43bb-bd40-4de3a5a55b39', 3540101266645149, 'credit', '10/24', 311, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.531+0530] {logging_mixin.py:188} INFO - ('824916bc-ec9e-4530-8d60-3beb22250ef3', 'd991d9c2-b8c5-4eb6-baa3-09a49b0bab8e', 6011539856708764, 'debit', '04/26', 285, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.532+0530] {logging_mixin.py:188} INFO - ('8a73612c-c718-4db6-a701-870ab79367f7', '3ceecddf-6f49-448a-b253-0f265b8cbaea', 6011785023410731, 'debit', '05/27', 514, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.532+0530] {logging_mixin.py:188} INFO - ('f27a16a0-d877-4c1a-a69a-25919593f70d', '4f662789-ddb7-440e-94a9-6672d1ea1502', 4551613604063, 'credit', '01/25', 931, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.533+0530] {logging_mixin.py:188} INFO - ('60336f3a-6156-444b-b8c6-44d601a714f5', '0d6716df-3fc5-4b87-8941-65b1a809fe79', 3508694726851703, 'debit', '01/25', 4399, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.533+0530] {logging_mixin.py:188} INFO - ('9b330744-ccb5-483c-b76d-5a1cb2024497', 'c9859f28-d4d1-4057-a660-9dde4038f80f', 502005652974, 'credit', '09/26', 800, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.534+0530] {logging_mixin.py:188} INFO - ('34fb18b8-3ae1-4bcc-bfd9-b29294bed809', '3299fef5-467b-4e45-9f19-a8087b7b87f2', 213164511539824, 'credit', '11/25', 472, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.535+0530] {logging_mixin.py:188} INFO - ('c933cba3-a88f-41bb-a3d1-090b6bbfdac9', 'a3a10a62-c873-4b1a-b59c-2d05928113d6', 379073445557473, 'debit', '06/27', 303, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.535+0530] {logging_mixin.py:188} INFO - ('9e1444a8-1776-4082-9299-392a190ce5ad', 'e08c5e42-856e-47fa-89f4-fa484a68bfcb', 4835510061689130, 'credit', '10/26', 451, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.536+0530] {logging_mixin.py:188} INFO - ('889d0b1e-ffe5-4fec-8637-dbb4b9de7076', 'e429c39b-4486-42ba-b5c1-668cda4291a6', 6011752835237777, 'credit', '01/28', 36, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.536+0530] {logging_mixin.py:188} INFO - ('8baaae54-eb44-443d-9956-c522254690d9', 'ac3aa7c0-01a1-4e0b-9b98-06132e7efd19', 379497167248955, 'credit', '03/27', 675, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.537+0530] {logging_mixin.py:188} INFO - ('6f6f5490-fffc-4631-9639-6a8aa4edf0e5', '889d796f-1807-4dcb-aa7f-c971b7060314', 38042659337313, 'credit', '10/25', 47, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.537+0530] {logging_mixin.py:188} INFO - ('d63d9764-493e-49cd-82bc-7f071c641027', '79e68e5a-c776-42f4-90fd-deeb67ef5639', 4397263405603, 'credit', '10/25', 289, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.538+0530] {logging_mixin.py:188} INFO - ('a81d73fe-950e-47e6-bbce-1f6b5054f2ad', '443c4ca0-114b-439d-8aa2-ff8379a8f0ba', 3578497339441705, 'credit', '07/27', 778, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.538+0530] {logging_mixin.py:188} INFO - ('a23867bf-888e-4370-8d68-efaeae567f74', '2ca0ff49-f8bc-418d-b76d-7fbe815c5c0a', 213182647626547, 'debit', '12/26', 35, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.539+0530] {logging_mixin.py:188} INFO - ('c82c0782-9a26-4a3b-bd6d-826a62806e84', 'bb6ecaa2-597d-4dc3-8780-5d906b8110c3', 30201269328959, 'debit', '03/27', 608, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.539+0530] {logging_mixin.py:188} INFO - ('37c683a9-f9a2-4f48-95a3-97ac0e89da94', 'f23cab30-05d7-4b00-b2db-7c630721b0eb', 377864739581209, 'debit', '03/27', 7340, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.540+0530] {logging_mixin.py:188} INFO - ('790adc0e-d00b-428e-96eb-03490c41b05a', '992177b6-7fb4-4143-9bec-bf2b52383bc9', 341297548261148, 'credit', '12/26', 49, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.540+0530] {logging_mixin.py:188} INFO - ('24f5f28d-b558-49c5-8300-f81d801b7781', 'a90cb7a7-bb78-4694-86ba-9bbf389081d8', 676360293960, 'credit', '04/27', 329, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.541+0530] {logging_mixin.py:188} INFO - ('d0ee1ed9-b8ca-408b-9372-14336ec4f637', '4cf54f49-87b6-4536-8cb1-ff9441650eb5', 2242210850593731, 'credit', '01/25', 177, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.541+0530] {logging_mixin.py:188} INFO - ('7e44eafb-b08c-4e7a-a5f7-79fb000bb85a', 'be004641-105e-4bfc-b8e4-9f0537fe7ee2', 2268395558108095, 'credit', '11/24', 133, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.541+0530] {logging_mixin.py:188} INFO - ('7c5f1053-2f24-4910-b134-e9c5f48292f0', '36b477dc-8542-4475-837c-baa3eb16c5b8', 4875127522491286, 'credit', '11/27', 17, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.542+0530] {logging_mixin.py:188} INFO - ('35a1757a-52bb-4ea8-9a17-b2b08570011d', 'af03a0cb-cc48-481a-8ca3-676f5b3bd2e8', 30567264497803, 'debit', '06/27', 303, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.542+0530] {logging_mixin.py:188} INFO - ('827af544-9bf3-4650-b654-18e0c7eb0a29', '6af82046-d727-439a-9cdb-92b6bb5f97eb', 3522444665621978, 'debit', '09/27', 592, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.543+0530] {logging_mixin.py:188} INFO - ('3f72928c-9fd8-415b-a68e-4327e52d09ef', '36b477dc-8542-4475-837c-baa3eb16c5b8', 30388245365856, 'credit', '05/27', 370, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.543+0530] {logging_mixin.py:188} INFO - ('a25acf78-195d-409a-bf39-c9e3e5c349a5', '4ea4533d-5e09-418b-b71b-05b302c897a7', 6011950860449313, 'debit', '01/28', 777, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.544+0530] {logging_mixin.py:188} INFO - ('53f96c6c-82fc-4fc3-b195-480f196e9cd1', '55e0ee9e-edf6-460d-8017-9860a512cb68', 377639511017089, 'credit', '11/26', 137, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.544+0530] {logging_mixin.py:188} INFO - ('828f3081-9999-47ab-8ef6-a7894e209cbb', 'b8bace2a-8b44-4fee-8321-32f28d3a0e13', 3525327434449648, 'debit', '01/28', 149, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.545+0530] {logging_mixin.py:188} INFO - ('927cd220-8c15-4352-9eee-468514a3fc0a', '347a0184-3c76-476b-80e7-b647dd600250', 6011300844574846, 'debit', '01/27', 51, Timestamp('2024-07-16 05:26:16.503890'))
