[2024-07-13T18:46:48.924+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-13T18:46:49.310+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_employees.insert_table manual__2024-07-13T13:16:38.211013+00:00 [queued]>
[2024-07-13T18:46:49.339+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_employees.insert_table manual__2024-07-13T13:16:38.211013+00:00 [queued]>
[2024-07-13T18:46:49.340+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-13T18:46:49.390+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 13:16:38.211013+00:00
[2024-07-13T18:46:49.415+0530] {standard_task_runner.py:63} INFO - Started process 45053 to run task
[2024-07-13T18:46:49.423+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_employees', 'insert_table', 'manual__2024-07-13T13:16:38.211013+00:00', '--job-id', '1308', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_employees.py', '--cfg-path', '/tmp/tmp7vurkmnt']
[2024-07-13T18:46:49.427+0530] {standard_task_runner.py:91} INFO - Job 1308: Subtask insert_table
[2024-07-13T18:46:49.560+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_employees.insert_table manual__2024-07-13T13:16:38.211013+00:00 [running]> on host kali
[2024-07-13T18:46:49.784+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_employees' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T13:16:38.211013+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T13:16:38.211013+00:00'
[2024-07-13T18:46:49.785+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-13T18:46:49.864+0530] {logging_mixin.py:188} INFO - employee_id`,`branch_id`,`name`,`position`,`salary`,`hire_date`,`ingetion_timestamp
[2024-07-13T18:46:49.909+0530] {logging_mixin.py:188} INFO - ('dff94a85-c587-446c-9652-63ef6ecb2dbc', '3bc98799-8c5e-4d58-b365-9c4349588f9a', 'Angela Mills', 'customer service', 55979.66, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.917+0530] {logging_mixin.py:188} INFO - ('f99bc843-ade8-4df3-9c1c-85c2799c2202', '9c14c663-4f29-440e-88b3-4a3c08948a45', 'Joshua Blackburn', 'customer service', 56098.0, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.928+0530] {logging_mixin.py:188} INFO - ('8f25bf3c-4016-4830-bd0e-8ae53cd4b954', '1345ccac-9b98-4425-a830-bd56240b312f', 'Raymond Shannon DVM', 'customer service', 43766.33, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.933+0530] {logging_mixin.py:188} INFO - ('0d16eb26-d937-4185-a89a-f0378b319331', 'dab54483-7041-4d76-ac95-934241f3d49f', 'James Farmer', 'manager', 55190.01, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.937+0530] {logging_mixin.py:188} INFO - ('03b7d371-c86c-4586-93b1-09f4e7688485', 'ae180754-ddad-4113-a334-8b0f4a658756', 'Gregory Adkins', 'manager', 104863.97, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.940+0530] {logging_mixin.py:188} INFO - ('f5975948-2b0c-48d7-9fb2-6eee3c763123', '6e483c61-c259-46c3-91d9-fd4536691ad8', 'Timothy Hubbard', 'customer service', 31350.01, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.943+0530] {logging_mixin.py:188} INFO - ('6c977abd-2e9c-48a5-8c5a-75075fb42715', '081a39bb-980b-494b-9d55-d11ad9d4ced8', 'Frank Flores', 'customer service', 94240.45, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.946+0530] {logging_mixin.py:188} INFO - ('4d9ecd82-5f55-4dab-ac02-e526c7f0dec8', '3af87a68-79d6-4968-99ef-4262410d6a53', 'Deborah Moore', 'customer service', 81452.66, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.948+0530] {logging_mixin.py:188} INFO - ('163bc995-9263-4609-80b6-c268c7a7575e', 'a82326c8-1765-41cb-a05f-044ac74d5836', 'Stephanie Holder', 'security', 86659.92, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.950+0530] {logging_mixin.py:188} INFO - ('c556ded2-72c9-4a7a-afe2-9cd1f509ba0d', '0cde40e7-98df-44a5-835d-ee72f4bf1428', 'Brittney Martin', 'security', 58000.29, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.952+0530] {logging_mixin.py:188} INFO - ('a099a2fe-286d-4cf8-98ad-21677316c957', '5f25edbc-c361-400f-aa86-112014b66b65', 'David Patterson', 'teller', 55265.68, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.955+0530] {logging_mixin.py:188} INFO - ('380bb4c5-72dc-43b7-a6c6-843436668e57', '9b703bf4-2f71-4cfb-aebe-4d377d74e762', 'Alexis Kline', 'teller', 97672.97, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.957+0530] {logging_mixin.py:188} INFO - ('adf6c9cb-25a0-40bf-ba4b-c8cbc6f45594', '4c323c9d-1185-4943-ba98-c2d9f3e264eb', 'Eric Chang', 'manager', 60033.07, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.959+0530] {logging_mixin.py:188} INFO - ('d9aac552-dbd1-4b05-aad0-3f4027f0a547', '5a964618-f5ac-458a-82f0-cd78accd17fd', 'Michael Price', 'customer service', 83619.11, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.961+0530] {logging_mixin.py:188} INFO - ('6b68b0c6-d09b-4fc8-aba0-963a316babd8', '9c14c663-4f29-440e-88b3-4a3c08948a45', 'Michael Reed', 'security', 95032.64, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.962+0530] {logging_mixin.py:188} INFO - ('9b6d5132-c223-4ab5-9a76-9247fde82334', '381769b6-baa8-426a-9845-2e8a04209f13', 'Matthew Little', 'teller', 55581.95, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.965+0530] {logging_mixin.py:188} INFO - ('dc309955-a4e8-4a15-a979-8e9a119e5283', '9fa7d42d-bc6e-4f96-9d2a-21f2e536e1c0', 'Tracy Miller', 'customer service', 71002.89, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.967+0530] {logging_mixin.py:188} INFO - ('9871855e-1a68-4cb6-8989-90b20c322149', '24748b17-fcea-4ac6-9feb-0b240dd60044', 'Michael Rivera', 'manager', 54715.23, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.968+0530] {logging_mixin.py:188} INFO - ('0b9ee81d-53c2-4b69-8427-b982547f3d42', '8e615448-b80d-41e6-b513-c806af3cf2e7', 'Taylor Hoover', 'customer service', 30837.37, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.970+0530] {logging_mixin.py:188} INFO - ('5280da13-ab71-44d8-9e50-cc1addbfa7d6', 'aa4c2fe0-2633-478c-b1bb-9bdbf87a072b', 'Monica Miller', 'manager', 30438.02, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.972+0530] {logging_mixin.py:188} INFO - ('f6e37dfb-0737-4421-88eb-3b6ad36fa164', '0cde40e7-98df-44a5-835d-ee72f4bf1428', 'Zachary Mckenzie', 'security', 57664.89, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.974+0530] {logging_mixin.py:188} INFO - ('6f659507-e3ae-4f36-a0cb-52712057fcc7', 'fad2a75b-1eac-49af-84f7-528fd38ae58b', 'Jordan Watson', 'security', 97668.02, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.976+0530] {logging_mixin.py:188} INFO - ('bd8c7741-d758-4ac0-aee4-c0f5f82daca2', 'eb952667-6330-417b-9263-98441e425873', 'Jasmin Craig', 'customer service', 82160.83, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.978+0530] {logging_mixin.py:188} INFO - ('aea5635c-d753-43d2-875d-764c20e1e0c7', '9fa7d42d-bc6e-4f96-9d2a-21f2e536e1c0', 'Timothy Williams', 'customer service', 92745.16, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.980+0530] {logging_mixin.py:188} INFO - ('b9b8aa38-0fac-4709-bed1-4f94391a37d9', '7cca71dd-a8eb-4133-b5ce-84f7ab2ac61e', 'Monique Hensley MD', 'security', 48668.03, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.981+0530] {logging_mixin.py:188} INFO - ('408eb292-394a-4315-b5c3-1b2f974baba9', 'aa4c2fe0-2633-478c-b1bb-9bdbf87a072b', 'Heather Medina', 'teller', 78897.48, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.983+0530] {logging_mixin.py:188} INFO - ('c40678bb-c6f5-406d-a1f9-7be769d73285', 'f021f99c-985d-4b54-8ba0-8c80bf768f70', 'Amy White', 'customer service', 82220.5, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.985+0530] {logging_mixin.py:188} INFO - ('ed9aed58-4590-4f7b-a6d6-a7b6390cddd3', '9a43d826-79a5-4e0f-9585-542787ee0506', 'James Cunningham', 'security', 38703.12, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.987+0530] {logging_mixin.py:188} INFO - ('b5a17fb9-c665-4874-addc-f956de8f92f6', 'ae985756-aea7-46ca-8420-e7b76068d4ec', 'Paul Meyer', 'security', 52547.76, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.989+0530] {logging_mixin.py:188} INFO - ('a09a0eb8-8eed-498d-97bf-5456d746778c', '8e615448-b80d-41e6-b513-c806af3cf2e7', 'George Ramsey', 'teller', 92287.54, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.996+0530] {logging_mixin.py:188} INFO - ('982d98b2-928c-492b-addf-40d83c144c26', '62f083a6-c2f3-4555-9879-f8196c4551c2', 'Mr. Brian Soto', 'security', 68720.44, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.997+0530] {logging_mixin.py:188} INFO - ('dfddc95f-a851-47a5-a59f-3095539a4fe1', '0017a6c8-1da5-4882-a4e3-ec8538eb217b', 'Richard Larson', 'customer service', 53641.9, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:49.999+0530] {logging_mixin.py:188} INFO - ('8fb599b0-34bb-4831-92a3-3968c92c03ca', '3bc98799-8c5e-4d58-b365-9c4349588f9a', 'Amanda Barrett', 'security', 34115.68, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.000+0530] {logging_mixin.py:188} INFO - ('92998770-4128-43a6-8310-abe040145702', '76e578df-9903-4320-9763-061f09c0bdba', 'John Taylor', 'customer service', 68320.5, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.002+0530] {logging_mixin.py:188} INFO - ('af5b976f-67fe-457f-9d91-7ddfd0f4243c', '1fd08f4d-91ce-4d6d-b34b-b9560e3bd055', 'Christopher Bishop', 'teller', 116754.88, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.003+0530] {logging_mixin.py:188} INFO - ('bafd71eb-4388-4790-b2bc-1723fa3a3969', 'ae985756-aea7-46ca-8420-e7b76068d4ec', 'Melissa Taylor', 'manager', 31203.04, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.006+0530] {logging_mixin.py:188} INFO - ('96a7eff2-6a74-4ecf-a393-0babacc4ed12', 'c475a607-7b08-40c2-8d91-eb2c614b7222', 'Beverly Weber', 'security', 103590.01, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.008+0530] {logging_mixin.py:188} INFO - ('1e0d4b56-1c17-48f9-949a-4a521e1ee14c', 'd65f081a-192f-4e17-ad29-8a7e163bd40e', 'Thomas Conner', 'security', 40631.24, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.009+0530] {logging_mixin.py:188} INFO - ('9f0e70b1-26b7-4962-a681-99a007419da1', '0358f3d7-1e8d-4fb9-9e4e-8b1f8dc22cca', 'Gary Morales', 'customer service', 80437.69, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.011+0530] {logging_mixin.py:188} INFO - ('ff2fc437-f45f-494b-aa14-6ce8534449e2', '92e39db0-70f5-465e-bed4-35b545b43395', 'Jennifer Schroeder', 'teller', 70987.89, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.012+0530] {logging_mixin.py:188} INFO - ('3865858d-463b-427d-9d3c-a7658ea5e84e', '31bd2c43-bdc0-41e1-987d-8909b6d7da0b', 'Mark Palmer', 'security', 93520.81, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.014+0530] {logging_mixin.py:188} INFO - ('90d26a11-46b8-4022-aeb8-790048bbc12f', '3cc19ebb-1f39-4ba3-9c3c-926052ae7649', 'Luis Wilson', 'manager', 91496.12, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.015+0530] {logging_mixin.py:188} INFO - ('ac758d6a-443f-4428-b645-d00d252bdfa9', 'f021f99c-985d-4b54-8ba0-8c80bf768f70', 'Deborah Fields', 'manager', 99727.94, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.017+0530] {logging_mixin.py:188} INFO - ('65b1a413-af3d-48c1-9e81-ef50965b3a9a', 'a3030d61-962a-469f-bfc5-3ff9c12e27db', 'Anthony Johnson', 'security', 48209.92, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.018+0530] {logging_mixin.py:188} INFO - ('d433c185-a8a4-4845-afc6-0692900d7b1a', '912c01e9-7ea6-4a8d-ab01-512f22140727', 'Kristina Orr', 'customer service', 68773.95, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.019+0530] {logging_mixin.py:188} INFO - ('4bddb960-65d7-43d8-998c-36c01abfb915', 'dab54483-7041-4d76-ac95-934241f3d49f', 'Amy Farrell', 'manager', 99682.34, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.021+0530] {logging_mixin.py:188} INFO - ('fd3e1f28-9677-49eb-8bbe-508a6a424611', 'b2a0f88f-c198-42ab-a974-d59d158977c5', 'Elizabeth Bowen', 'security', 47135.51, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.022+0530] {logging_mixin.py:188} INFO - ('0975f19b-c0f2-4970-be77-d7226f1c853d', '96baf2e6-953f-4cd4-85a1-fe187248553f', 'Emma Rodgers', 'manager', 33346.39, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.023+0530] {logging_mixin.py:188} INFO - ('fa529c9a-7147-4123-96ae-cdaaa850ed22', '0cde40e7-98df-44a5-835d-ee72f4bf1428', 'Rachel Luna', 'security', 109202.62, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.025+0530] {logging_mixin.py:188} INFO - ('7f1fa8d0-784f-4f2b-8f0f-11e56c0a8cb7', '4e0b330b-ad4e-42a9-9f38-55b5fb2e2b51', 'Tammy Greer', 'teller', 104480.31, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.026+0530] {logging_mixin.py:188} INFO - ('da214bd4-51bd-4620-a9bc-a28c57fcf282', 'afec9c92-b0ba-4602-88a7-b7b54ef26fba', 'Denise Obrien', 'customer service', 33818.12, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.028+0530] {logging_mixin.py:188} INFO - ('2e8b23f3-a8c4-48a7-b1bb-e7c300310dcb', '4d819a1c-f067-4b87-8c03-f0e3ed85e0f7', 'Carolyn Ritter', 'customer service', 38595.4, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.029+0530] {logging_mixin.py:188} INFO - ('5ae4eda1-b325-4583-864f-f8e26ff1e9c5', '3f1d4805-3d84-4112-baff-031c81971688', 'John Potts', 'teller', 104404.08, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.030+0530] {logging_mixin.py:188} INFO - ('de125edc-0355-4cfd-8548-1a92a75670e7', '62f083a6-c2f3-4555-9879-f8196c4551c2', 'Lauren Collins', 'security', 103772.64, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.032+0530] {logging_mixin.py:188} INFO - ('507f26e9-baef-43d3-a422-e8a1540932c4', 'afec9c92-b0ba-4602-88a7-b7b54ef26fba', 'Ian Hinton', 'customer service', 108255.2, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.033+0530] {logging_mixin.py:188} INFO - ('aa9e0bb4-1c33-45b7-bf7d-cff05e750d9d', '6dbc843f-d8ad-4c42-80d1-1a84621173a4', 'Andrew Smith', 'security', 88774.58, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.035+0530] {logging_mixin.py:188} INFO - ('34d7c01f-a986-4506-95bc-ffbe99ec43a7', 'c455330a-f3a5-4590-ac80-71fe10e251a9', 'Erin Castillo', 'customer service', 73168.82, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.036+0530] {logging_mixin.py:188} INFO - ('23736a05-0df6-4801-bffc-01ecd056d25d', '0358f3d7-1e8d-4fb9-9e4e-8b1f8dc22cca', 'Christina Williams', 'customer service', 119091.66, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.037+0530] {logging_mixin.py:188} INFO - ('57679386-052b-4a8f-8f4b-504fdde8eb06', '24748b17-fcea-4ac6-9feb-0b240dd60044', 'Carol Nguyen', 'manager', 104066.92, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.039+0530] {logging_mixin.py:188} INFO - ('e42500b6-426f-4b5f-887a-627bd406a997', '8b814633-a85f-4dd5-b16c-7af1be2f7022', 'Mary Frazier', 'teller', 99725.49, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.040+0530] {logging_mixin.py:188} INFO - ('b962cbc7-7da2-4b13-9cad-dedc90381dd7', '3bc98799-8c5e-4d58-b365-9c4349588f9a', 'Robert Davis', 'manager', 68795.5, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.041+0530] {logging_mixin.py:188} INFO - ('34052c5b-31d7-4db4-a035-b784b68d31e3', '0549e3fc-7c49-4afd-abfa-7aafe7a10018', 'Philip Clark', 'security', 107529.9, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.043+0530] {logging_mixin.py:188} INFO - ('4198c768-1b60-49d1-b87b-d5bb51047c42', '6bd99cd9-181c-4009-9d1d-fc960ebe3446', 'Martin Robinson', 'teller', 97087.53, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.044+0530] {logging_mixin.py:188} INFO - ('27646724-890f-41d7-86ab-77c729708198', '9c6c7814-b855-477a-9cb5-5e7d287edbf1', 'Julie Smith', 'customer service', 111928.59, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.046+0530] {logging_mixin.py:188} INFO - ('6a5dc79c-4c4a-425a-a162-a07bc5986c92', 'e5c825d2-7221-4ed6-9929-30c0e7763ac8', 'Kathy Norman', 'teller', 56598.27, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.048+0530] {logging_mixin.py:188} INFO - ('f776d5f3-7d46-4829-8842-3fabce3c6e3b', '63edbb36-10ed-429c-8111-3260eadc6f50', 'Jeffrey Wolfe', 'security', 49498.21, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.049+0530] {logging_mixin.py:188} INFO - ('c6cd2abf-2b3f-490d-91e2-db08d95da682', '311410f4-e488-47d4-acfe-7c079c60c043', 'Bryan Ponce', 'customer service', 39236.17, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.051+0530] {logging_mixin.py:188} INFO - ('e4604804-1d7e-40b6-b2d8-10e47c609e0e', 'a82326c8-1765-41cb-a05f-044ac74d5836', 'Joy Ward', 'manager', 66196.03, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.053+0530] {logging_mixin.py:188} INFO - ('8bc27850-3305-486b-9741-bad2a7b844d7', 'ca53c679-a2b3-49fd-b997-02286e611beb', 'Darlene Smith', 'teller', 92644.51, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.054+0530] {logging_mixin.py:188} INFO - ('7e67f58f-2a50-4c9e-9a99-d64a44b05637', '9b703bf4-2f71-4cfb-aebe-4d377d74e762', 'Joseph Hogan', 'teller', 63279.15, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.055+0530] {logging_mixin.py:188} INFO - ('6f363a69-37d3-40b2-a81d-b30ddc66f090', '7cca71dd-a8eb-4133-b5ce-84f7ab2ac61e', 'Heidi Lee', 'manager', 57951.11, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
